direction,breakout_time,entry_time,exit_time,entry_price,stop_price,target_price,exit_price,result,entry_type,pnl,rr_multiple,range_high,range_low,range_width,breakout_close,ema_value
SHORT,2025-01-29 21:00:00,2025-01-29 21:00:00,2025-01-29 21:35:00,2747.01,2753.89,2733.250000000001,2753.89,LOSS,BREAKOUT,-6.879999999999654,-1.0,2753.89,2748.79,5.099999999999909,2747.01,2740.658763450222
LONG,2025-01-31 09:20:00,2025-01-31 09:20:00,2025-01-31 10:55:00,2799.04,2792.18,2812.76,2792.18,LOSS,BREAKOUT,-6.860000000000127,-1.0,2797.33,2792.18,5.150000000000091,2799.04,2752.727940836751
LONG,2025-01-31 13:25:00,2025-01-31 13:25:00,2025-01-31 14:40:00,2796.56,2791.02,2807.64,2807.64,WIN,BREAKOUT,11.079999999999927,2.0,2796.33,2791.02,5.309999999999945,2796.56,2754.4007207872155
LONG,2025-01-31 17:00:00,2025-01-31 17:00:00,2025-01-31 19:10:00,2813.1,2804.54,2830.22,2804.54,LOSS,BREAKOUT,-8.559999999999945,-1.0,2812.52,2804.54,7.980000000000018,2813.1,2756.5201539206882
LONG,2025-01-31 19:15:00,2025-01-31 19:15:00,2025-01-31 20:15:00,2810.93,2802.93,2826.93,2802.93,LOSS,BREAKOUT,-8.0,-1.0,2809.67,2802.93,6.7400000000002365,2810.93,2757.539902364129
LONG,2025-02-03 16:10:00,2025-02-03 16:10:00,2025-02-03 16:50:00,2814.47,2807.55,2828.309999999999,2828.309999999999,WIN,BREAKOUT,13.839999999999236,2.0,2812.73,2807.55,5.179999999999836,2814.47,2764.5571816618153
LONG,2025-02-04 14:30:00,2025-02-04 14:30:00,2025-02-04 15:20:00,2820.34,2814.32,2832.38,2832.38,WIN,BREAKOUT,12.039999999999964,2.0,2820.03,2814.32,5.710000000000036,2820.34,2774.575032418827
SHORT,2025-02-05 03:30:00,2025-02-05 03:30:00,2025-02-05 04:05:00,2842.17,2849.01,2828.49,2849.01,LOSS,BREAKOUT,-6.8400000000001455,-1.0,2849.01,2842.52,6.4900000000002365,2842.17,2782.126333710162
SHORT,2025-02-05 09:05:00,2025-02-05 09:05:00,2025-02-05 09:55:00,2855.16,2861.87,2841.74,2861.87,LOSS,BREAKOUT,-6.710000000000036,-1.0,2861.87,2855.48,6.389999999999873,2855.16,2786.481029178135
SHORT,2025-02-05 15:30:00,2025-02-05 15:30:00,2025-02-05 16:45:00,2862.56,2870.87,2845.94,2870.87,LOSS,BREAKOUT,-8.309999999999945,-1.0,2870.87,2864.82,6.049999999999727,2862.56,2791.207441888912
LONG,2025-02-06 14:00:00,2025-02-06 14:00:00,2025-02-06 15:45:00,2869.34,2858.3,2891.42,2858.3,LOSS,BREAKOUT,-11.039999999999964,-1.0,2867.33,2858.3,9.029999999999745,2869.34,2806.0505832126164
SHORT,2025-02-06 15:50:00,2025-02-06 15:50:00,2025-02-06 17:00:00,2857.6,2866.94,2838.9199999999996,2838.9199999999996,WIN,BREAKOUT,18.68000000000029,2.0,2866.94,2858.21,8.730000000000018,2857.6,2806.5544580065207
SHORT,2025-02-07 15:15:00,2025-02-07 15:15:00,2025-02-07 15:30:00,2860.71,2867.0,2848.13,2867.0,LOSS,BREAKOUT,-6.289999999999964,-1.0,2867.0,2861.28,5.7199999999998,2860.71,2817.624202552985
LONG,2025-02-10 08:05:00,2025-02-10 08:05:00,2025-02-10 09:30:00,2882.14,2876.03,2894.359999999999,2894.359999999999,WIN,BREAKOUT,12.219999999999345,2.0,2881.07,2876.03,5.039999999999964,2882.14,2825.7039221893124
LONG,2025-02-10 15:15:00,2025-02-10 15:15:00,2025-02-10 15:40:00,2908.91,2901.26,2924.209999999999,2901.26,LOSS,BREAKOUT,-7.649999999999636,-1.0,2907.0,2901.26,5.739999999999782,2908.91,2830.7886993565476
SHORT,2025-02-10 16:00:00,2025-02-10 16:00:00,2025-02-10 17:15:00,2896.81,2910.83,2868.77,2910.83,LOSS,BREAKOUT,-14.019999999999982,-1.0,2910.83,2899.79,11.039999999999964,2896.81,2831.5640356813583
LONG,2025-02-11 01:30:00,2025-02-11 01:30:00,2025-02-11 04:00:00,2916.16,2905.77,2936.9399999999996,2936.9399999999996,WIN,BREAKOUT,20.779999999999745,2.0,2913.23,2905.77,7.460000000000036,2916.16,2837.3757476545156
LONG,2025-02-11 04:10:00,2025-02-11 04:10:00,2025-02-11 04:35:00,2939.93,2923.92,2971.9499999999994,2923.92,LOSS,BREAKOUT,-16.009999999999764,-1.0,2938.59,2923.92,14.670000000000073,2939.93,2839.9682258037838
LONG,2025-02-11 07:30:00,2025-02-11 07:30:00,2025-02-11 09:00:00,2920.81,2914.64,2933.15,2914.64,LOSS,BREAKOUT,-6.170000000000073,-1.0,2919.79,2914.64,5.150000000000091,2920.81,2842.3220454669645
SHORT,2025-02-11 14:45:00,2025-02-11 14:45:00,2025-02-11 18:15:00,2896.7,2906.69,2876.7199999999993,2906.69,LOSS,BREAKOUT,-9.990000000000236,-1.0,2906.69,2897.96,8.730000000000018,2896.7,2846.576335775697
SHORT,2025-02-12 02:30:00,2025-02-12 02:30:00,2025-02-12 03:30:00,2895.15,2900.82,2883.81,2883.81,WIN,BREAKOUT,11.340000000000146,2.0,2900.82,2895.18,5.640000000000327,2895.15,2852.117676208306
SHORT,2025-02-12 15:15:00,2025-02-12 15:15:00,2025-02-12 16:00:00,2874.21,2885.84,2850.95,2885.84,LOSS,BREAKOUT,-11.63000000000011,-1.0,2885.84,2876.71,9.13000000000011,2874.21,2856.4574016261067
LONG,2025-02-14 12:30:00,2025-02-14 12:30:00,2025-02-14 13:10:00,2939.74,2934.1,2951.0199999999995,2934.1,LOSS,BREAKOUT,-5.639999999999873,-1.0,2939.65,2934.1,5.550000000000182,2939.74,2878.2286424341746
SHORT,2025-02-14 14:40:00,2025-02-14 14:40:00,2025-02-14 15:40:00,2929.06,2934.41,2918.36,2918.36,WIN,BREAKOUT,10.699999999999818,2.0,2934.41,2929.27,5.139999999999873,2929.06,2879.272981090462
SHORT,2025-02-14 17:10:00,2025-02-14 17:10:00,2025-02-14 19:40:00,2914.42,2928.52,2886.2200000000003,2886.2200000000003,WIN,BREAKOUT,28.199999999999818,2.0,2928.52,2915.65,12.86999999999989,2914.42,2880.311674752708
SHORT,2025-02-17 01:30:00,2025-02-17 01:30:00,2025-02-17 03:30:00,2879.77,2893.89,2851.53,2893.89,LOSS,BREAKOUT,-14.11999999999989,-1.0,2893.89,2879.95,13.940000000000055,2879.77,2880.609449999294
SHORT,2025-02-17 10:35:00,2025-02-17 10:35:00,2025-02-17 11:00:00,2897.22,2903.6,2884.4599999999996,2903.6,LOSS,BREAKOUT,-6.380000000000109,-1.0,2903.6,2898.19,5.4099999999998545,2897.22,2882.052268972988
SHORT,2025-02-17 12:30:00,2025-02-17 12:30:00,2025-02-17 13:00:00,2895.55,2903.82,2879.01,2903.82,LOSS,BREAKOUT,-8.269999999999982,-1.0,2903.82,2897.92,5.900000000000091,2895.55,2882.462227261684
SHORT,2025-02-18 03:30:00,2025-02-18 03:30:00,2025-02-18 04:35:00,2892.45,2900.39,2876.5699999999997,2900.39,LOSS,BREAKOUT,-7.940000000000055,-1.0,2900.39,2894.86,5.529999999999745,2892.45,2884.3278268232125
LONG,2025-02-18 14:45:00,2025-02-18 14:45:00,2025-02-18 18:35:00,2917.79,2911.72,2929.9300000000003,2929.9300000000003,WIN,BREAKOUT,12.140000000000327,2.0,2916.74,2911.72,5.019999999999982,2917.79,2887.172652244111
LONG,2025-02-19 03:35:00,2025-02-19 03:35:00,2025-02-19 04:45:00,2934.68,2927.61,2948.8199999999993,2927.61,LOSS,BREAKOUT,-7.069999999999709,-1.0,2933.26,2927.61,5.650000000000091,2934.68,2892.195859212389
SHORT,2025-02-19 13:45:00,2025-02-19 13:45:00,2025-02-19 18:00:00,2938.88,2946.0,2924.6400000000003,2924.6400000000003,WIN,BREAKOUT,14.239999999999782,2.0,2946.0,2940.09,5.9099999999998545,2938.88,2896.2791177381364
SHORT,2025-02-19 19:40:00,2025-02-19 19:40:00,2025-02-19 21:15:00,2922.77,2929.78,2908.7499999999995,2929.78,LOSS,BREAKOUT,-7.010000000000218,-1.0,2929.78,2923.31,6.470000000000255,2922.77,2898.2930635889265
SHORT,2025-02-20 03:30:00,2025-02-20 03:30:00,2025-02-20 05:00:00,2936.35,2942.45,2924.15,2942.45,LOSS,BREAKOUT,-6.099999999999909,-1.0,2942.45,2936.54,5.9099999999998545,2936.35,2900.7227610280893
LONG,2025-02-21 03:00:00,2025-02-21 03:00:00,2025-02-21 03:40:00,2943.65,2937.01,2956.93,2937.01,LOSS,BREAKOUT,-6.639999999999873,-1.0,2942.73,2937.01,5.7199999999998,2943.65,2909.2570346238563
LONG,2025-02-21 13:25:00,2025-02-21 13:25:00,2025-02-21 13:55:00,2935.81,2928.88,2949.6699999999996,2928.88,LOSS,BREAKOUT,-6.929999999999836,-1.0,2934.89,2928.88,6.0099999999997635,2935.81,2911.2261818267125
SHORT,2025-02-21 15:30:00,2025-02-21 15:30:00,2025-02-21 16:15:00,2929.13,2935.22,2916.9500000000007,2935.22,LOSS,BREAKOUT,-6.089999999999691,-1.0,2935.22,2929.67,5.549999999999727,2929.13,2911.6083682710737
LONG,2025-02-21 16:25:00,2025-02-21 16:25:00,2025-02-21 17:20:00,2935.56,2926.84,2952.9999999999995,2926.84,LOSS,BREAKOUT,-8.7199999999998,-1.0,2935.48,2926.84,8.639999999999873,2935.56,2911.8279864972324
SHORT,2025-02-24 02:45:00,2025-02-24 02:45:00,2025-02-24 03:20:00,2933.6,2938.91,2922.98,2922.98,WIN,BREAKOUT,10.61999999999989,2.0,2938.91,2933.84,5.069999999999709,2933.6,2913.9995167058005
SHORT,2025-02-24 12:35:00,2025-02-24 12:35:00,2025-02-24 13:50:00,2939.45,2946.7,2924.95,2946.7,LOSS,BREAKOUT,-7.25,-1.0,2946.7,2940.2,6.5,2939.45,2916.464449916097
LONG,2025-02-24 15:35:00,2025-02-24 15:35:00,2025-02-24 16:25:00,2951.72,2945.44,2964.2799999999993,2945.44,LOSS,BREAKOUT,-6.279999999999745,-1.0,2951.26,2945.44,5.820000000000164,2951.72,2917.442448767566
SHORT,2025-02-25 09:45:00,2025-02-25 09:45:00,2025-02-25 10:40:00,2932.57,2940.35,2917.0100000000007,2940.35,LOSS,BREAKOUT,-7.779999999999745,-1.0,2940.35,2933.58,6.769999999999982,2932.57,2921.524072311267
